	taxid	taxid2	species_taxid	refseq	uniprot	ftp
161	294746	294746	4929	GCF_000149425.1	UP000001997	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/425/GCF_000149425.1_ASM14942v1
162	36329	36329	5833	GCF_000002765.4	UP000001450	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/765/GCF_000002765.4_ASM276v2
163	8030	8030	8030	GCF_000233375.1	UP000087266	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/375/GCF_000233375.1_ICSASG_v2
164	331117	331117	36630	GCF_000149645.1	UP000006702	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/645/GCF_000149645.1_ASM14964v1
165	1441469	1441469	1441469	GCF_001907595.1	UP000214365	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/907/595/GCF_001907595.1_ASM190759v1
166	1071382	1071382	432096	GCF_000304475.1	UP000005220	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/475/GCF_000304475.1_Ka_CBS2517
167	413071	413071	29875	GCF_000170995.1	UP000007115	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/170/995/GCF_000170995.1_TRIVI_v2.0
168	59729	59729	59729	GCF_000151805.1	UP000007754	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/805/GCF_000151805.1_Taeniopygia_guttata-3.2.4
169	1365824	1365824	1392244	GCF_000497045.1	UP000019377	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/497/045/GCF_000497045.1_PSEUBRA1
170	9595	9595	9593	GCF_000151905.2	UP000001519	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/905/GCF_000151905.2_gorGor4
171	236234	236234	236234	GCF_001883845.1	UP000183809	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/883/845/GCF_001883845.1_ASM188384v1
172	77166	77166	77166	GCF_000355655.1	UP000030742	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/655/GCF_000355655.1_DendPond_male_1.0
173	4081	4081	4081	GCF_000188115.4	UP000004994	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/115/GCF_000188115.4_SL3.0
174	104421	104421	104421	GCF_003227725.1	UP000000311	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/227/725/GCF_003227725.1_Cflo_v7.5
175	1042311	1042311	101201	GCF_003025105.1	UP000240493	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/025/105/GCF_003025105.1_Trias_v._1.0
176	214687	214687	4641	GCF_000313855.2	UP000012960	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/855/GCF_000313855.2_ASM31385v2
177	698492	698492	5606	GCF_001661265.1	UP000033140	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/265/GCF_001661265.1_Saico1
178	105785	105785	105785	GCF_002891405.2	UP000235965	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/891/405/GCF_002891405.2_Csec_1.0
179	4555	4555	4555	GCF_000263155.2	UP000004995	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/263/155/GCF_000263155.2_Setaria_italica_v2.0
180	312017	312017	5911	GCF_000189635.1	UP000009168	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/635/GCF_000189635.1_JCVI-TTA1-2.2
181	367110	367110	5141	GCF_000182925.2	UP000001805	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/925/GCF_000182925.2_NC12
182	597456	597456	597456	GCF_001263275.1	UP000053825	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/263/275/GCF_001263275.1_ASM126327v1
183	418459	418459	5297	GCF_000149925.1	UP000008783	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/925/GCF_000149925.1_ASM14992v1
184	94827	94827	94827	GCF_000705375.1	UP000053641	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/705/375/GCF_000705375.1_ASM70537v2
185	588596	747089	588596	GCF_000439145.1	UP000234323	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/145/GCF_000439145.1_ASM43914v3
186	498257	498257	27337	GCF_000150675.1	UP000001611	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/675/GCF_000150675.1_ASM15067v2
187	237561	237561	5476	GCF_000182965.3	UP000000559	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/965/GCF_000182965.3_ASM18296v3
188	4792	761204	4792	GCF_000247585.1	UP000054423	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/585/GCF_000247585.1_PP_INRA-310_V2
189	294747	294747	5482	GCF_000006335.3	UP000002037	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/335/GCF_000006335.3_ASM633v3
190	9244	9244	9244	GCF_000699085.1	UP000054308	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/085/GCF_000699085.1_ASM69908v1
191	157072	157072	157072	GCF_000520115.1	UP000024375	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/115/GCF_000520115.1_Apha_inva_NJM9701_V1
192	30419	30419	30419	GCF_000692075.1	UP000053605	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/692/075/GCF_000692075.1_ASM69207v1
193	441960	441960	37727	GCF_000001985.1	UP000001294	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/985/GCF_000001985.1_JCVI-PMFA1-2.0
194	1408163	1408163	68825	GCF_000968595.1	UP000053958	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/595/GCF_000968595.1_ASM96859v1
195	425011	425011	5061	GCF_000002855.3	UP000006706	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/855/GCF_000002855.3_ASM285v2
196	655863	655863	226899	GCF_000143105.1	UP000007796	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/105/GCF_000143105.1_Sanger-454-IlluminaPA_2.0
197	6412	6412	6412	GCF_000326865.1	UP000015101	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/326/865/GCF_000326865.1_Helobdella_robusta_v1.0
198	690307	690307	5053	GCF_001890905.1	UP000184546	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/905/GCF_001890905.1_Aspac1
199	52670	52670	52670	GCF_001266775.1	UP000192220	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/266/775/GCF_001266775.1_Austrofundulus_limnaeus-1.0
200	72664	72664	72664	GCF_000478725.1	UP000030689	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/478/725/GCF_000478725.1_Eutsalg1_0
201	9541	9541	9541	GCF_000364345.1	UP000009130	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/345/GCF_000364345.1_Macaca_fascicularis_5.0
202	535722	535722	63402	GCF_000150975.2	UP000002669	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/975/GCF_000150975.2_MS_CBS118893
203	1073090	1073090	41063	GCF_001890105.1	UP000184188	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/105/GCF_001890105.1_Aspzo1
204	379532	379532	379532	GCF_000956105.1	UP000233160	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/956/105/GCF_000956105.1_Pcoq_1.0
205	1156394	1156394	112098	GCF_000281045.1	UP000030762	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/045/GCF_000281045.1_Sap_diclina_VS20_V1
206	993615	993615	42399	GCF_000231115.1	UP000011082	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/115/GCF_000231115.1_Vitt_corn_V1
207	70448	70448	70448	GCF_000214015.3	UP000009170	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/015/GCF_000214015.3_version_140606
208	663331	663331	63400	GCF_000151125.1	UP000008866	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/125/GCF_000151125.1_ASM15112v2
209	10141	10141	10141	GCF_000151735.1	UP000005447	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/735/GCF_000151735.1_Cavpor3.0
210	670580	670580	104341	GCF_002117355.1	UP000194127	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/355/GCF_002117355.1_PosplRSB12_1
211	7091	7091	7091	GCF_000151625.1	UP000005204	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/625/GCF_000151625.1_ASM15162v1
212	595528	595528	192875	GCF_000151315.2	UP000008743	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/315/GCF_000151315.2_C_owczarzaki_V2
213	237631	237631	5270	GCF_000328475.2	UP000000561	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/475/GCF_000328475.2_Umaydis521_2.0
214	871575	871575	1005962	GCF_000187245.1	UP000008673	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/245/GCF_000187245.1_Hansenula_2
215	7029	7029	7029	GCF_000142985.2	UP000007819	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/142/985/GCF_000142985.2_Acyr_2.0
216	683960	683960	4927	GCF_001661255.1	UP000094112	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/255/GCF_001661255.1_Wican1
217	8128	8128	8128	GCF_001858045.2	UP000005207	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/858/045/GCF_001858045.2_O_niloticus_UMD_NMBU
218	64791	64791	64791	GCF_001594055.1	UP000075809	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/594/055/GCF_001594055.1_Tzet1.0
219	515849	515849	5145	GCF_000226545.1	UP000001197	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/545/GCF_000226545.1_ASM22654v1
220	930089	930089	5017	GCF_000523435.1	UP000053841	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/523/435/GCF_000523435.1_Cochliobolus_carbonum_v1.0
221	1209926	1209926	1209926	GCF_001831195.1	UP000176998	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/831/195/GCF_001831195.1_CORC01
222	59894	59894	59894	GCF_000247815.1	UP000016665	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/815/GCF_000247815.1_FicAlb1.5
223	284591	284591	4952	GCF_000002525.2	UP000001300	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/525/GCF_000002525.2_ASM252v1
224	2015173	2015173	2015173	GCF_003672135.1	UP000053097	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/672/135/GCF_003672135.1_Obir_v5.4
225	9601	9601	9601	GCF_002880775.1	UP000001595	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/880/775/GCF_002880775.1_Susie_PABv2
226	9103	9103	9103	GCF_000146605.2	UP000001645	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/605/GCF_000146605.2_Turkey_5.0
227	215250	215250	215250	GCF_003144295.1	UP000245768	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/144/295/GCF_003144295.1_Acain1
228	7238	7238	7238	GCF_000005215.3	UP000001292	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/215/GCF_000005215.3_dsec_caf1
229	1450539	1450539	979771	GCF_003184585.1	UP000248349	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/585/GCF_003184585.1_Aspsac1
230	1392255	1392255	340412	GCF_002847465.1	UP000234474	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/465/GCF_002847465.1_Aspnov1
231	9365	9365	9365	GCF_000296755.1	UP000079721	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/755/GCF_000296755.1_EriEur2.0
232	2903	280463	2903	GCF_000372725.1	UP000013827	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/372/725/GCF_000372725.1_Emiliana_huxleyi_CCMP1516_main_genome_assembly_v1.0
233	1072389	1072389	698440	GCF_000298775.1	UP000006753	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/298/775/GCF_000298775.1_ASM29877v1
234	29760	29760	29760	GCF_000003745.3	UP000009183	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/745/GCF_000003745.3_12X
235	759273	759273	80884	GCF_001672515.1	UP000007174	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/515/GCF_001672515.1_ASM167251v1
236	58291	1340429	58291	GCF_002708625.1	UP000038169	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/708/625/GCF_002708625.1_Rhimi1_1
237	1442369	1442369	86056	GCF_000835555.1	UP000053617	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/555/GCF_000835555.1_Rhin_mack_CBS_650_93_V1
238	7460	7460	7460	GCF_003254395.2	UP000005203	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/254/395/GCF_003254395.2_Amel_HAv3.1
239	400682	400682	400682	GCF_000090795.1	UP000007879	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/795/GCF_000090795.1_v1.0
240	227321	227321	162425	GCF_000149205.2	UP000000560	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/205/GCF_000149205.2_ASM14920v2
241	1071380	1071380	1071379	GCF_000315915.1	UP000002866	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/915/GCF_000315915.1_ASM31591v1
242	9986	9986	9986	GCF_000003625.3	UP000001811	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/625/GCF_000003625.3_OryCun2.0
243	391180	391180	34882	GCF_002288905.1	UP000248482	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/905/GCF_002288905.1_ASM228890v2
244	7375	7375	7375	GCF_000699065.1	UP000037069	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/065/GCF_000699065.1_Lcup_2.0
245	7070	7070	7070	GCF_000002335.3	UP000007266	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/335/GCF_000002335.3_Tcas5.2
246	9531	9531	9531	GCF_000955945.1	UP000233060	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/945/GCF_000955945.1_Caty_1.0
247	3983	3983	3983	GCF_001659605.1	UP000091857	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/605/GCF_001659605.1_Manihot_esculenta_v6
248	28377	28377	28377	GCF_000090745.1	UP000001646	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/745/GCF_000090745.1_AnoCar2.0
249	559298	559298	1681229	GCF_000003855.2	UP000002038	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/855/GCF_000003855.2_BD_SLH14081_V1
250	761204	761204	4792	GCF_000247585.1	UP000018817	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/585/GCF_000247585.1_PP_INRA-310_V2
251	9544	9544	9544	GCF_000772875.2	UP000006718	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/875/GCF_000772875.2_Mmul_8.0.1
252	984485	984485	717740	GCF_001661395.1	UP000095085	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/395/GCF_001661395.1_Hypbu1
253	306902	306902	36911	GCF_000003835.1	UP000007703	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/835/GCF_000003835.1_ASM383v1
254	5544	983964	5544	GCF_003025095.1	UP000034112	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/025/095/GCF_003025095.1_Triha_v1.0
255	569365	569365	569365	GCF_000835495.1	UP000054466	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/495/GCF_000835495.1_Clad_immu_CBS83496_V1
256	1160497	1160497	41413	GCF_001890805.1	UP000184300	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/805/GCF_001890805.1_Aspgl1
257	112090	112090	112090	GCF_000520075.1	UP000019040	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/075/GCF_000520075.1_Apha_asta_APO3_V1
258	353152	353152	5807	GCF_000165345.1	UP000006726	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/345/GCF_000165345.1_ASM16534v1
259	1450535	1450535	319627	GCF_003184525.1	UP000246702	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/525/GCF_003184525.1_Aspscl1
260	296587	296587	296587	GCF_000090985.2	UP000002009	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/985/GCF_000090985.2_ASM9098v2
261	13735	13735	13735	GCF_000230535.1	UP000007267	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/535/GCF_000230535.1_PelSin_1.0
262	3218	3218	3218	GCF_000002425.4	UP000006727	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/425/GCF_000002425.4_Phypa_V3
263	7719	7719	7719	GCF_000224145.3	UP000008144	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/145/GCF_000224145.3_KH
264	74649	74649	74649	GCF_002994745.1	UP000238479	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/994/745/GCF_002994745.1_RchiOBHm-V2
265	9708	9708	9707	GCF_000321225.1	UP000245340	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/225/GCF_000321225.1_Oros_1.0
266	9913	9913	9913	GCF_002263795.1	UP000009136	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/795/GCF_002263795.1_ARS-UCD1.2
267	5507	426428	5507	GCF_000149955.1	UP000219369	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/955/GCF_000149955.1_ASM14995v2
268	49451	49451	49451	GCF_001879085.1	UP000187609	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/879/085/GCF_001879085.1_NIATTr2
269	184922	184922	5741	GCF_000002435.1	UP000001548	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/435/GCF_000002435.1_GL2
270	1382522	1382522	317047	GCF_000576695.1	UP000019384	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/576/695/GCF_000576695.1_AUH_PRJEB4427_v1
271	1328760	1328760	1217826	GCF_001619985.1	UP000076632	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/619/985/GCF_001619985.1_Xylona_heveae_TC161_v1.0
272	29073	29073	29073	GCF_000687225.1	UP000261680	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/225/GCF_000687225.1_UrsMar_1.0
273	6945	6945	6945	GCF_000208615.1	UP000001555	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/615/GCF_000208615.1_JCVI_ISG_i3_1.0
274	229533	229533	5518	GCF_000240135.3	UP000070720	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/135/GCF_000240135.3_ASM24013v3
275	9796	9796	9796	GCF_002863925.1	UP000002281	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/925/GCF_002863925.1_EquCab3.0
276	1280837	1280837	1280837	GCF_003144205.1	UP000245771	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/144/205/GCF_003144205.1_Meimi1
277	299123	299123	40157	GCF_002197715.1	UP000197619	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/715/GCF_002197715.1_LonStrDom1
278	1095630	1095630	2482752	GCF_002865645.1	UP000235371	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/865/645/GCF_002865645.1_Melbi2
279	214684	214684	5207	GCF_000091045.1	UP000002149	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/045/GCF_000091045.1_ASM9104v1
280	452589	452589	63577	GCF_000171015.1	UP000005426	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/171/015/GCF_000171015.1_TRIAT_v2.0
281	3885	3885	3885	GCF_000499845.1	UP000000226	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/845/GCF_000499845.1_PhaVulg1_0
282	441894	441894	8801	GCF_000698965.1	UP000053584	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/965/GCF_000698965.1_ASM69896v1
283	7209	7209	7209	GCF_000183805.2	UP000095285	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/805/GCF_000183805.2_Loa_loa_V3.1
284	4558	4558	4558	GCF_000003195.3	UP000000768	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/195/GCF_000003195.3_Sorghum_bicolor_NCBIv3
285	5660	420245	5660	GCF_000002845.2	UP000007258	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/845/GCF_000002845.2_ASM284v2
286	7165	180454	7165	GCF_000005575.2	UP000007062	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/575/GCF_000005575.2_AgamP3
287	5786	5786	5786	GCF_000190715.1	UP000001064	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/715/GCF_000190715.1_v1.0
288	46245	46245	7237	GCF_000001765.3	UP000001819	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/765/GCF_000001765.3_Dpse_3.0
289	8496	8496	8496	GCF_000281125.3	UP000050525	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/125/GCF_000281125.3_ASM28112v4
290	56646	56646	56646	GCF_900007375.1	UP000245910	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/007/375/GCF_900007375.1_ASM90000737v1
291	60711	60711	60711	GCF_000409795.2	UP000029965	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/409/795/GCF_000409795.2_Chlorocebus_sabeus_1.1
292	13616	13616	13616	GCF_000002295.2	UP000002280	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/295/GCF_000002295.2_MonDom5
293	564608	564608	38833	GCF_000151265.2	UP000001876	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/265/GCF_000151265.2_Micromonas_pusilla_CCMP1545_v2.0
294	15368	15368	15368	GCF_000005505.3	UP000008810	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/505/GCF_000005505.3_Brachypodium_distachyon_v3.0
295	1296096	1296096	453459	GCF_000512605.1	UP000094020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/605/GCF_000512605.1_Cryp_pinu_CBS10737_V1
296	4236	4236	4236	GCF_002870075.1	UP000235145	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/870/075/GCF_002870075.1_Lsat_Salinas_v7
297	498019	498019	498019	GCF_001189475.1	UP000230249	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/475/GCF_001189475.1_ASM118947v1
298	43179	43179	43179	GCF_000236235.1	UP000005215	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/235/GCF_000236235.1_SpeTri2.0
299	242507	242507	318829	GCF_000002495.2	UP000009058	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/495/GCF_000002495.2_MG8
300	7739	7739	7739	GCF_000003815.1	UP000001554	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/815/GCF_000003815.1_Version_2
301	1737458	1737458	9516	GCF_001604975.1	UP000233040	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/604/975/GCF_001604975.1_Cebus_imitator-1.0
302	1064592	1064592	27288	GCF_000237345.1	UP000001640	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/345/GCF_000237345.1_ASM23734v1
303	4097	4097	4097	GCF_000715135.1	UP000084051	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/715/135/GCF_000715135.1_Ntab-TN90
304	1182544	1182544	470704	GCF_000585515.1	UP000019473	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/585/515/GCF_000585515.1_Clad_yegr_CBS_114405_V1
305	178035	178035	178035	GCF_001272555.1	UP000076502	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/272/555/GCF_001272555.1_ASM127255v1
306	1168221	1168221	61459	GCF_000281105.1	UP000016924	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/105/GCF_000281105.1_Coni_apol_CBS100218_V1
307	10090	10090	10090	GCF_000001635.26	UP000000589	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/635/GCF_000001635.26_GRCm38.p6
308	1220924	1220924	293227	GCF_000365145.1	UP000030752	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/365/145/GCF_000365145.1_Phia_euro_CBS_101466_V1
309	8839	8839	8839	GCF_003850225.1	UP000016666	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/225/GCF_003850225.1_IASCAAS_PekingDuck_PBH1.5
310	9755	9755	9755	GCF_002837175.1	UP000248484	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/175/GCF_002837175.1_ASM283717v1
311	655827	655827	92637	GCF_000187405.1	UP000002499	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/405/GCF_000187405.1_MetAcr_May2010
312	5865	484906	5865	GCF_000165395.1	UP000002173	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/395/GCF_000165395.1_ASM16539v1
313	310752	310752	9767	GCF_000493695.1	UP000261681	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/695/GCF_000493695.1_BalAcu1.0
314	590646	590646	2315449	GCF_000223465.1	UP000000707	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/465/GCF_000223465.1_Candida_tenuis_v1.0
315	5759	294381	5759	GCF_000208925.1	UP000001926	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/925/GCF_000208925.1_JCVI_ESG2_1.0
316	763407	763407	4837	GCF_001638985.1	UP000077315	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/638/985/GCF_001638985.1_Phybl2
317	88036	88036	88036	GCF_000143415.4	UP000001514	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/415/GCF_000143415.4_v1.0
318	756982	756982	13349	GCF_000225545.1	UP000008784	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/545/GCF_000225545.1_AOL24927_1.0
319	212818	212818	212818	GCF_000836275.1	UP000054302	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/836/275/GCF_000836275.1_Exop_meso_CBS40295_V1
320	77020	77020	77020	GCF_001278385.1	UP000037751	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/278/385/GCF_001278385.1_MalaPachy
321	981085	981085	981085	GCF_000414095.1	UP000030645	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/414/095/GCF_000414095.1_ASM41409v2
